lat,lng,group,what_3_words,elevation
-23.061803025063995,-23.061803025063995,31,reconstructing.murmurs.lodged,""
-23.153943206147485,-23.153943206147485,32,neorealism.notecards.panhandling,""
-23.015853133621935,-23.015853133621935,33,folkways.unmotivated.stew,""
-19.842070776295568,-19.842070776295568,34,dissatisfaction.paradises.bogus,""
-20.342827702462248,-20.342827702462248,35,litigating.kilos.juggle,""
-20.320452577192807,-20.320452577192807,36,causes.somnolence.among,""
-21.24360893321175,-21.24360893321175,37,specifics.jumped.piddling,""
-20.77523226104296,-20.77523226104296,38,revelatory.pedagogies.speechless,""
-22.4162114981802,-22.4162114981802,39,paternalistic.laborious.retaining,""
-21.807371293586815,-21.807371293586815,40,underpaid.briefly.interceded,""
-21.866171439274016,-21.866171439274016,41,forepaws.unfilled.petulance,""
-21.99941134201426,-21.99941134201426,42,expeditious.breakout.breezes,""
-22.131463707188292,-22.131463707188292,43,broadminded.unserved.treated,""
-22.15823445430594,-22.15823445430594,44,specific.pangs.indignation,""
-22.433448917858033,-22.433448917858033,45,uselessly.censuring.negates,""
-22.354021167361335,-22.354021167361335,46,awning.profusely.disagreements,""
-22.3377610480088,-22.3377610480088,47,patriot.windfalls.blunting,""
-22.553622524454497,-22.553622524454497,48,unforgivable.rosettes.uncapped,""
-22.548606524751,-22.548606524751,49,midmonth.monthly.redirecting,""
-22.562230529873,-22.562230529873,50,repulse.sponsors.predictors,""
-22.499146008635016,-22.499146008635016,51,baselines.blesses.tibia,""
-22.42331688750601,-22.42331688750601,52,knighted.unlaced.quesadilla,""
-22.08828533492502,-22.08828533492502,53,pinnacle.haystacks.chutney,""
-21.955323253959698,-21.955323253959698,54,compacts.stripes.juxtapose,""
-20.051445612023763,-20.051445612023763,55,prenup.unprepossessing.essentialist,""
-15.922778809235286,-15.922778809235286,56,hinges.aperture.staple,""
-7.915849907437544,-7.915849907437544,57,majoring.volatility.steppingstone,""
-9.70168185425112,-9.70168185425112,58,percentiles.televising.outnumbering,""
-10.851158582102185,-10.851158582102185,59,cockatiel.abruptly.premeditate,""
-13.043446079064621,-13.043446079064621,60,wonderingly.highball.pursuit,""
-12.954414961545174,-12.954414961545174,61,ultracold.objectification.redirected,""
-12.752866609361979,-12.752866609361979,62,soulmate.potions.extracurricular,""
-12.788286742817423,-12.788286742817423,63,imploding.pushing.indiscretions,""
-14.767658694591223,-14.767658694591223,64,tamers.spontaneity.cranial,""
-8.379565869910934,-8.379565869910934,65,whooshes.drowsily.recoded,""
-8.063005553014655,-8.063005553014655,66,thuggish.goodbyes.moviemaking,""
-7.035547630730226,-7.035547630730226,67,cuisine.stencils.incubate,""
-6.972005900677956,-6.972005900677956,68,intrusions.journals.resisters,""
-6.916139478137922,-6.916139478137922,69,clangs.ranted.simultaneously,""
-5.779129345442428,-5.779129345442428,70,detectives.arterial.mumble,""
-4.87461804046802,-4.87461804046802,71,existed.spearmen.vanquish,""
-4.8270887049652105,-4.8270887049652105,72,confounded.filtration.fingernails,""
-3.529079434598963,-3.529079434598963,73,blip.unforgiven.gyration,""
-3.4876084285532976,-3.4876084285532976,74,transitory.misrule.gestures,""
-3.6998058368292295,-3.6998058368292295,75,cushion.despairingly.pricking,""
-3.650546765174667,-3.650546765174667,76,sonograms.shamed.bramble,""
-2.6723666153771286,-2.6723666153771286,77,ennobled.dayroom.degreaser,""
-2.571273830110204,-2.571273830110204,78,indefinite.delving.rustling,""
-2.415855071160664,-2.415855071160664,79,mutates.loomed.accommodates,""
-2.394266110717357,-2.394266110717357,80,neoclassicism.packets.colliery,""
-2.1760718665605894,-2.1760718665605894,81,ruptures.cocooning.sprinkles,""
14.9067134345894,14.9067134345894,82,shard.frosting.backside,""
16.170869294797953,16.170869294797953,83,freelancing.growls.besotted,""
16.752308765990104,16.752308765990104,84,crinkly.cinder.shade,""
16.88772208831195,16.88772208831195,85,grasses.brackets.cognitive,""
39.37977672274117,39.37977672274117,86,look.hardware.onlookers,""
37.73660280923859,37.73660280923859,87,remanded.bodily.catwalk,""
38.721185596916875,38.721185596916875,88,buffeting.marry.forfeit,""
38.533033888913565,38.533033888913565,89,unanimously.unclenched.illegible,""
38.678503507450074,38.678503507450074,90,senders.paralegals.brainwave,""
39.05278545778327,39.05278545778327,91,bordering.temporally.dumbbells,""
36.94393048292093,36.94393048292093,92,treasury.enthroned.retrieving,""
23.657892267466078,23.657892267466078,93,bolstering.complainant.magnum,""
23.61396781749102,23.61396781749102,94,femur.bloomer.referenda,""
27.087739200694113,27.087739200694113,95,unreachable.assessed.bounced,""
27.77021986627183,27.77021986627183,96,infusions.degree.outlook,""
27.815479746837756,27.815479746837756,97,pregnant.initiators.absurdity,""
28.12294471010621,28.12294471010621,98,fret.unexplained.erasing,""
27.982689219101285,27.982689219101285,99,sound.meal.hatched,""
28.48832312482717,28.48832312482717,100,trances.isosceles.accurate,""
28.917808089253796,28.917808089253796,101,paperbacks.corrects.saps,""
28.964218012486658,28.964218012486658,102,dimpled.society.ruses,""
28.85364994588533,28.85364994588533,103,hobbled.never.abrupt,""
28.73812950196741,28.73812950196741,104,achiever.personnel.unthinkable,""
28.049311179224578,28.049311179224578,105,foams.repopulate.throaty,""
28.210835420556073,28.210835420556073,106,unjustly.affinity.ominously,""
28.493523288408902,28.493523288408902,107,irons.logo.bookmakers,""
29.221922990197935,29.221922990197935,108,mutters.vacant.regenerates,""
32.64337324763012,32.64337324763012,109,abridgement.backstabbing.tending,""
32.73813541382417,32.73813541382417,110,mashes.repeatability.lied,""
28.248002103453995,28.248002103453995,111,schoolwork.jittery.behind,""
28.0561964334284,28.0561964334284,112,windproof.frolic.firestorm,""
28.020810950152267,28.020810950152267,113,heptathlon.fusty.respecter,""
28.03033473040934,28.03033473040934,114,grits.democracies.repudiates,""
28.086741593008323,28.086741593008323,115,noteworthy.showerhead.muddle,""
28.07866891789448,28.07866891789448,116,audition.relearning.widest,""
28.675988644869022,28.675988644869022,117,laced.meteoroids.gaping,""
28.64157453299257,28.64157453299257,118,wakeful.tapered.dissect,""
37.00846527702275,37.00846527702275,119,spread.exclusive.likened,""
37.00338939984599,37.00338939984599,120,unleashes.cloaked.pounds,""
35.75358006514792,35.75358006514792,121,charcoal.woefully.count,""
36.08084608933839,36.08084608933839,122,elect.grateful.kneeled,""
36.18554830174194,36.18554830174194,123,dark.shelf.pining,""
35.78787585154624,35.78787585154624,124,mayonnaise.ceremonial.downpours,""
35.87708332264269,35.87708332264269,125,daft.hanging.herders,""
36.00913432725124,36.00913432725124,126,latitudes.chores.barstools,""
36.13388846515414,36.13388846515414,127,dreams.major.spiking,""
35.90946919978404,35.90946919978404,128,awakens.spatulas.swelling,""
36.28871286838761,36.28871286838761,129,beseeched.conclude.emancipate,""
36.49358090075016,36.49358090075016,130,lighting.toasting.obsession,""
36.58428837281954,36.58428837281954,131,magnifies.cardholder.redesigns,""
36.57250083674298,36.57250083674298,132,brewery.clipboards.fictional,""
36.5264393825456,36.5264393825456,133,goal.binding.incarnated,""
36.618683319851336,36.618683319851336,134,flicker.freeform.rented,""
36.8028965041318,36.8028965041318,135,thicken.kilobyte.aliveness,""
37.091715255034565,37.091715255034565,136,inactions.invites.planting,""
36.76345347339394,36.76345347339394,137,assigned.scoots.surpluses,""
37.20817252698489,37.20817252698489,138,allocation.proliferated.afraid,""
37.19639236472494,37.19639236472494,139,redden.chatterbox.cashews,""
37.18532570953781,37.18532570953781,140,treble.bootlegger.bitterest,""
39.58523399813511,39.58523399813511,141,coyote.beamed.damper,""
38.693257223355666,38.693257223355666,142,guarded.hailing.postmodern,""
38.49466161117585,38.49466161117585,143,carriage.amplify.pretend,""
38.43832227111908,38.43832227111908,144,ballroom.pockets.winnable,""
37.074857102328544,37.074857102328544,145,blackouts.crimping.move,""
37.083124139537105,37.083124139537105,146,goblins.darwinism.booked,""
37.124311640936284,37.124311640936284,147,flits.dutiful.pillbox,""
37.12842890310602,37.12842890310602,148,sacking.tentatively.raggedy,""
37.10595554592669,37.10595554592669,149,funnier.joyride.portfolio,""
37.011635778786335,37.011635778786335,150,languishes.proverb.cushioned,""
37.91395673149045,37.91395673149045,151,definitions.collaborating.nightclub,""
38.67864059401171,38.67864059401171,152,enclosures.drags.energetics,""
38.67625393769107,38.67625393769107,153,repopulate.puddles.tramples,""
39.352391567861325,39.352391567861325,154,unkindly.solicitors.parity,""
40.1478279957255,40.1478279957255,155,drapery.planted.skidding,""
40.144958557794844,40.144958557794844,156,crescendos.photographing.derisory,""
40.65675212003524,40.65675212003524,157,partiality.genuinely.swarm,""
40.6458713601204,40.6458713601204,158,welcoming.viscount.overuse,""
41.36262047232491,41.36262047232491,159,telescopic.sinkholes.disavowing,""
41.141366319655916,41.141366319655916,160,blur.happen.sieve,""
41.18608342217122,41.18608342217122,161,upfront.thankful.enshrines,""
41.14423703470743,41.14423703470743,162,pattered.mortar.parental,""
41.68694994303784,41.68694994303784,163,financial.possibly.slide,""
42.121248729729906,42.121248729729906,164,surrounding.freezer.intended,""
42.21414221134471,42.21414221134471,165,teaser.sunburn.resurface,""
42.92977058881329,42.92977058881329,166,reinvested.mellowed.pregnancies,""
43.125726538188424,43.125726538188424,167,outdoors.zippy.honeybee,""
43.65521467515606,43.65521467515606,168,beholds.unbelievably.doses,""
43.73588469957949,43.73588469957949,169,insulated.racy.finale,""
43.39698081830808,43.39698081830808,170,railway.ignored.authored,""
43.46858220807325,43.46858220807325,171,interbank.revamping.securing,""
43.360019491875875,43.360019491875875,172,winding.failed.regarding,""
43.35161895868009,43.35161895868009,173,slumps.lutes.galaxy,""
43.3223578434427,43.3223578434427,174,leisurely.slopes.pizza,""
43.22224033646359,43.22224033646359,175,irregular.whittled.momentous,""
43.2623523947224,43.2623523947224,176,doings.networking.mechanics,""
42.59759958340448,42.59759958340448,177,requiring.tailspin.finished,""
42.59342212951799,42.59342212951799,178,unflagging.dashes.steers,""
42.645074844359826,42.645074844359826,179,steps.mistrusted.subclass,""
42.77165223818364,42.77165223818364,180,fools.thermal.unfathomably,""
42.77710676277434,42.77710676277434,181,precision.pollinated.fleshly,""
42.56194991034348,42.56194991034348,182,balconies.picture.layouts,""
42.501205125148275,42.501205125148275,183,staffers.lowlights.monsoon,""
42.45845602012762,42.45845602012762,184,medicating.joins.similarities,""
42.38442261885976,42.38442261885976,185,relives.pharmacies.assigned,""
42.25628236467653,42.25628236467653,186,overlooked.detailed.slavish,""
42.33027075533281,42.33027075533281,187,vacation.numbingly.projectors,""
42.39686698498269,42.39686698498269,188,cruised.homemaking.volunteer,""
42.40456868714358,42.40456868714358,189,pleases.inclusions.cartoony,""
43.53162157509378,43.53162157509378,190,discount.fence.dive,""
43.6797561521116,43.6797561521116,191,traipse.smugly.testimony,""
43.732973849540684,43.732973849540684,192,melting.intolerance.cemented,""
43.72746721592416,43.72746721592416,193,package.hounding.pawnshops,""
43.657334928455874,43.657334928455874,194,braced.shopped.barnyard,""
43.583991822206706,43.583991822206706,195,numbering.genuinely.sonatas,""
43.5902831370943,43.5902831370943,196,brains.viewpoint.solidifying,""
43.45733323626497,43.45733323626497,197,thigh.untidy.transaction,""
43.41863171945086,43.41863171945086,198,compromising.grape.costless,""
43.35960122380373,43.35960122380373,199,bedded.reasons.faunas,""
43.441394276729994,43.441394276729994,200,unexpired.sinkhole.snared,""
43.38087928308871,43.38087928308871,201,agenda.unmanaged.could,""
43.373238629335454,43.373238629335454,202,isosceles.ranch.kneecaps,""
43.38992467991151,43.38992467991151,203,piecewise.colt.luminaries,""
43.517740657781225,43.517740657781225,204,spent.sprays.glad,""
43.65377297411997,43.65377297411997,205,tollbooth.rafted.stopovers,""
43.56373690682752,43.56373690682752,206,suggestions.splatter.scrubber,""
43.3381367494903,43.3381367494903,207,locator.abilities.announce,""
43.32068865494078,43.32068865494078,208,spelt.speculated.pressured,""
43.30534024077157,43.30534024077157,209,embroidered.tuning.dates,""
43.319435530775685,43.319435530775685,210,reacted.comply.regain,""
44.65927669285022,44.65927669285022,211,rouge.loudly.mysteriously,""
45.005924765310866,45.005924765310866,212,worthy.flings.situates,""
39.86284629900697,39.86284629900697,213,imprint.detox.duplex,""
39.62766636349387,39.62766636349387,214,seducing.gush.submittal,""
39.415547580600354,39.415547580600354,215,selector.spluttered.ashes,""
38.99822910895685,38.99822910895685,216,gnats.succumbing.observing,""
38.50567775326812,38.50567775326812,217,puffed.fractures.that,""
38.32719705569502,38.32719705569502,218,eats.item.smudges,""
38.18806899018007,38.18806899018007,219,giver.follies.slugs,""
38.16725625553651,38.16725625553651,220,oven.venting.conjugate,""
37.96797335715144,37.96797335715144,221,aspires.glance.planner,""
37.820949504668015,37.820949504668015,222,nitpicking.inflight.coupons,""
37.74326473117892,37.74326473117892,223,economic.purebred.tarnishing,""
37.56621828246883,37.56621828246883,224,directive.charades.madly,""
37.563423146724574,37.563423146724574,225,royalist.glided.dreamily,""
37.400915946675966,37.400915946675966,226,aromas.slapstick.amplify,""
36.745837908323,36.745837908323,227,longingly.knuckle.fool,""
36.696038973307516,36.696038973307516,228,office.outsmarted.animals,""
36.8144460316369,36.8144460316369,229,classiest.velvet.anagrams,""
36.82871204973496,36.82871204973496,230,popular.televising.shrewd,""
36.719939671422196,36.719939671422196,231,scoring.demonstrates.dismantles,""
36.747381655539066,36.747381655539066,232,explicable.uptake.installed,""
36.703611223454374,36.703611223454374,233,waistband.amicable.unaligned,""
36.54215890693538,36.54215890693538,234,shifted.transforms.spanned,""
36.59524355086463,36.59524355086463,235,mismanaged.tricked.vinegars,""
36.50591026732548,36.50591026732548,236,pretended.rulers.bangles,""
36.48615733272084,36.48615733272084,237,charities.striking.quarrel,""
35.28584135506322,35.28584135506322,238,huddle.attorney.banknote,""
35.10238603182107,35.10238603182107,239,fungal.thoroughly.makings,""
36.977468007781724,36.977468007781724,240,communicating.rhyming.lifespan,""
37.18226034942731,37.18226034942731,241,paperweight.cityscapes.open,""
35.85206557722656,35.85206557722656,242,sickbay.unsettle.surges,""
35.818497698282215,35.818497698282215,243,cruised.civilian.united,""
35.742896474187525,35.742896474187525,244,shape.flinging.failsafe,""
33.73375047733077,33.73375047733077,245,pintail.permanency.food,""
33.78436059522368,33.78436059522368,246,supervising.pumper.encrusted,""
33.68394239656931,33.68394239656931,247,beachgoers.shoddily.mutually,""
33.658902683728684,33.658902683728684,248,hearty.tend.interrogators,""
33.16734693545476,33.16734693545476,249,panics.embellishing.improvement,""
33.12859802305937,33.12859802305937,250,stir.conversion.hitless,""
32.3108719776743,32.3108719776743,251,takeovers.longshot.wheelbarrows,""
32.29093551692241,32.29093551692241,252,pass.competitively.register,""
30.420389204752496,30.420389204752496,253,graced.repayments.cowboys,""
17.978654434930935,17.978654434930935,254,habituated.contending.braids,""
17.98897318377771,17.98897318377771,255,football.disassembly.observations,""
20.806092646896477,20.806092646896477,256,ungenerous.firmness.rebirth,""
20.887220411413622,20.887220411413622,257,takers.renovate.magnolias,""
20.740231122417597,20.740231122417597,258,interviewer.weariness.watering,""
14.667420899883075,14.667420899883075,259,hybrid.willow.righting,""
13.442428389663675,13.442428389663675,260,revolving.swoop.smattering,""
10.442432812984922,10.442432812984922,261,juicers.popcorn.ascending,""
10.641971344191646,10.641971344191646,262,truths.feisty.meticulous,""
10.733411907044053,10.733411907044053,263,empires.undercooked.oxen,""
10.87702954176574,10.87702954176574,264,wicket.tally.pamphlet,""
11.848039726751164,11.848039726751164,265,castaways.width.clips,""
8.497317287787041,8.497317287787041,266,parading.untrained.toolbar,""
8.459837093059887,8.459837093059887,267,actual.replenish.swerves,""
8.572790133886114,8.572790133886114,268,blondie.whiskers.bounded,""
7.724411964761572,7.724411964761572,269,courtroom.inducted.sprayer,""
7.663571268503235,7.663571268503235,270,donned.weeklong.uncle,""
6.345556133065749,6.345556133065749,271,filaments.proprietor.inedible,""
9.501004977714125,9.501004977714125,272,mountainous.checkpoints.shortwave,""
4.7401629014258,4.7401629014258,273,snowboards.humanely.diversifies,""
4.701527722480757,4.701527722480757,274,voicing.handicaps.disaggregated,""
5.860002872094538,5.860002872094538,275,areas.away.fantastical,""
5.24460554375565,5.24460554375565,276,sizzling.gondola.hotdog,""
5.235859957356781,5.235859957356781,277,uncontaminated.erupt.undyed,""
5.580680077212611,5.580680077212611,278,appearing.sniffled.treaty,""
4.897642633336726,4.897642633336726,279,edgewise.coercing.dominion,""
4.597796092651722,4.597796092651722,280,conjured.asked.ethically,""
4.563352683063522,4.563352683063522,281,contracts.misfiring.spiderwebs,""
5.640765647087013,5.640765647087013,282,screech.adhere.implemented,""
6.03763267527344,6.03763267527344,283,relishing.glands.inaudibly,""
6.34706208621151,6.34706208621151,284,astuteness.backdrop.raggedly,""
6.429006353719195,6.429006353719195,285,errand.interred.decreases,""
6.340092392000611,6.340092392000611,286,friendliest.shogun.telephoto,""
6.2871102142076385,6.2871102142076385,287,clog.clearest.stuffing,""
6.276319025594573,6.276319025594573,288,chimneys.plaque.latex,""
5.348113071504301,5.348113071504301,289,admirably.chino.sturdily,""
5.501440385999197,5.501440385999197,290,swearing.restroom.surpass,""
5.166420582338308,5.166420582338308,291,inimitably.springboards.declines,""
5.349871962097598,5.349871962097598,292,cabbages.combs.hula,""
5.535129967588681,5.535129967588681,293,permissible.cantered.linked,""
5.546242971635095,5.546242971635095,294,trumpeted.barista.chess,""
5.610615476779123,5.610615476779123,295,incumbents.thighbone.slanted,""
5.477806042108972,5.477806042108972,296,eyeball.acutely.visors,""
5.523845802636577,5.523845802636577,297,turnstile.wriggled.kerchiefs,""
4.032315744708165,4.032315744708165,298,imputed.candles.chemicals,""
3.8754193894392364,3.8754193894392364,299,support.membranes.consistency,""
3.992637750857562,3.992637750857562,300,hangup.reissued.impressionists,""
2.817950642970424,2.817950642970424,301,wham.virility.understood,""
3.4744127349128187,3.4744127349128187,302,propels.tariffs.ushering,""
3.8034914340925665,3.8034914340925665,303,cringe.boogie.noxious,""
4.006288778439666,4.006288778439666,304,misstatements.stalemates.restrooms,""
4.211972339612201,4.211972339612201,305,sifted.predates.unordered,""
4.107882476159079,4.107882476159079,306,envious.zodiac.phonebook,""
4.265577069695575,4.265577069695575,307,account.scientifically.equivalently,""
4.116543794902691,4.116543794902691,308,mopes.chortling.await,""
3.7872158290092233,3.7872158290092233,309,operating.withdraw.stodgy,""
4.005397082508315,4.005397082508315,310,explosiveness.ripest.bricklayer,""
4.979288639994702,4.979288639994702,311,undocumented.recollects.witticism,""
4.93065017837432,4.93065017837432,312,washout.rarities.willing,""
4.410123688734772,4.410123688734772,313,thrift.brilliant.spreadsheets,""
4.722141144464467,4.722141144464467,314,highways.unchallenged.daydreamed,""
4.684983059818815,4.684983059818815,315,fried.hoarsely.beholders,""
4.45807914429199,4.45807914429199,316,handgrips.rainwater.barricade,""
4.141653566343816,4.141653566343816,317,collie.forks.tweezers,""
4.0343678966428875,4.0343678966428875,318,laconic.overpopulation.urban,""
4.001732403202703,4.001732403202703,319,slickers.dollies.scoffed,""
4.109898954759249,4.109898954759249,320,rallied.weavers.flyfishing,""
4.176905566768145,4.176905566768145,321,hypothetically.shipments.attendant,""
4.767490395378474,4.767490395378474,322,wrangle.readouts.manned,""
4.758108389957925,4.758108389957925,323,reservation.subsist.perennial,""
4.246392101399663,4.246392101399663,324,detaching.kayak.tactilely,""
3.483117036273447,3.483117036273447,325,constrictions.mush.succumb,""
3.156906166216137,3.156906166216137,326,optimally.clubface.vexes,""
3.588819626524505,3.588819626524505,327,enchant.readying.readier,""
0.3494517664408263,0.3494517664408263,328,pinnacles.sate.smartphones,""
1.4007978984256761,1.4007978984256761,329,nibs.antiterror.surmount,""
1.8289147905889171,1.8289147905889171,330,ceilings.gumption.sugarless,""
0.30369597921374036,0.30369597921374036,331,unfathomably.replications.quills,""
0.28420816775492164,0.28420816775492164,332,frustrations.forge.attractiveness,""
33.921709636748844,33.921709636748844,333,guesthouse.playoffs.paled,""
33.94857219776308,33.94857219776308,334,upper.classmates.yearnings,""
35.956226025073235,35.956226025073235,335,shading.fizzed.visitor,""
36.52414634223706,36.52414634223706,336,weariness.calculates.crafted,""
36.78483823811233,36.78483823811233,337,scuffle.unfocused.signboard,""
39.889804764367256,39.889804764367256,338,delegating.theme.handbooks,""
39.64123871917922,39.64123871917922,339,javelin.wackiness.guardhouse,""
39.7101767445224,39.7101767445224,340,panel.frantic.prelude,""
39.91573227604764,39.91573227604764,341,audiobooks.excluder.pesky,""
39.832382842166645,39.832382842166645,342,disproving.eligibility.resistor,""
39.73760050130437,39.73760050130437,343,soil.circles.twigs,""
39.53725190650247,39.53725190650247,344,jitters.awesomely.best,""
39.35932403770485,39.35932403770485,345,baffled.swimsuits.psyche,""
39.41978010285556,39.41978010285556,346,sidewalks.approval.magnified,""
39.32945885423671,39.32945885423671,347,translator.thermals.marry,""
39.1484418500072,39.1484418500072,348,beautician.cushioning.successively,""
39.53058620607545,39.53058620607545,349,waterfalls.flapjacks.caper,""
39.5376357775506,39.5376357775506,350,fellowship.handset.heavily,""
39.50527636828049,39.50527636828049,351,mess.with.bookmakers,""
39.85142340982785,39.85142340982785,352,mirroring.oversell.austerely,""
39.79585558661677,39.79585558661677,353,burns.wagged.gleeful,""
39.753949986674726,39.753949986674726,354,exteriors.goats.prematurely,""
39.07857401350054,39.07857401350054,355,upstaging.sliver.squeamish,""
39.032449691644146,39.032449691644146,356,milestone.skipper.bicycling,""
38.97408153537067,38.97408153537067,357,unworn.skinned.pineapples,""
38.95848836432004,38.95848836432004,358,ingenious.diggers.protect,""
39.08914141579763,39.08914141579763,359,facemask.unremarked.infinitive,""
39.10763165058131,39.10763165058131,360,dailies.sugarless.exempt,""
38.90458948041559,38.90458948041559,361,unwinnable.variable.disgracing,""
38.76258270224571,38.76258270224571,362,wallets.hydrate.flexible,""
38.86636958809558,38.86636958809558,363,mittens.instinct.cheesecake,""
38.67971251261854,38.67971251261854,364,reabsorbed.justifying.nuttier,""
38.63705346112086,38.63705346112086,365,signified.masons.restated,""
38.79623780606403,38.79623780606403,366,motoring.infuriate.optioned,""
38.84213351087866,38.84213351087866,367,sergeants.flighty.dabbling,""
39.96527491406798,39.96527491406798,368,pickers.coppers.convergent,""
40.35581837199482,40.35581837199482,369,riffs.sketchy.whizzing,""
40.59970903845735,40.59970903845735,370,debrief.elitists.charitable,""
40.880191552657614,40.880191552657614,371,roundabout.deviously.handrail,""
41.085189107045736,41.085189107045736,372,setback.contributing.antitheft,""
41.06140674514777,41.06140674514777,373,private.ushering.checkable,""
41.25519767469117,41.25519767469117,374,flames.durable.tipsy,""
41.2075488740855,41.2075488740855,375,jobs.flightless.aero,""
41.339372868493975,41.339372868493975,376,purchased.housewares.collaborate,""
41.4754455912187,41.4754455912187,377,parrots.ramping.lipstick,""
41.488799498962095,41.488799498962095,378,gravitates.exaggeration.shrewd,""
41.529130904681836,41.529130904681836,379,specifics.colonnades.packer,""
43.005607178854284,43.005607178854284,380,blueberries.earthbound.skinhead,""
42.70464597696447,42.70464597696447,381,outflow.mishap.incoming,""
42.61792871712369,42.61792871712369,382,grittier.employs.frisk,""
42.515264123486645,42.515264123486645,383,inherits.pertaining.normally,""
43.27763148538366,43.27763148538366,384,earner.anatomy.optical,""
43.39110641959915,43.39110641959915,385,scaling.packages.also,""
43.392820294644665,43.392820294644665,386,eventful.meander.swindled,""
43.52378397913227,43.52378397913227,387,mentions.preoccupied.famous,""
43.556671574896455,43.556671574896455,388,goody.relegates.freeing,""
43.440161849200955,43.440161849200955,389,overall.goodly.lowbrow,""
43.5335242878244,43.5335242878244,390,markets.feels.wording,""
42.05276832921559,42.05276832921559,391,cluster.refereeing.sorcerers,""
42.24963554082863,42.24963554082863,392,nightshade.frown.wrestles,""
41.67213237065039,41.67213237065039,393,forklift.buckets.multiply,""
41.57623072045705,41.57623072045705,394,somersault.monogamous.husky,""
41.55660435820488,41.55660435820488,395,playoff.milled.sneaker,""
41.84341659554714,41.84341659554714,396,scrappy.outclassed.apelike,""
39.99490208371603,39.99490208371603,397,reattached.density.refutes,""
39.93628054457798,39.93628054457798,398,dilution.carbonate.produces,""
40.05113123133408,40.05113123133408,399,capture.economic.wincing,""
39.959207175181405,39.959207175181405,400,toboggans.mile.reproductions,""
43.027683543660714,43.027683543660714,401,geochemist.chaos.immunity,""
43.10638813008222,43.10638813008222,402,stiffness.crater.outer,""
43.101547582465805,43.101547582465805,403,dimmer.scales.transports,""
43.01013748927497,43.01013748927497,404,disputing.freeform.introductory,""
43.11930288632656,43.11930288632656,405,exclusive.balcony.neatness,""
43.17540065687855,43.17540065687855,406,noting.wedged.milestone,""
43.20812467672772,43.20812467672772,407,bookkeeping.hereby.fireplace,""
43.207850170030326,43.207850170030326,408,leap.schoolwork.unpredicted,""
43.320580429882156,43.320580429882156,409,highway.ricochets.raffles,""
43.721810554184245,43.721810554184245,410,proverbial.ruthless.heiresses,""
43.64762878653462,43.64762878653462,411,procurement.knapsack.parked,""
43.55091071611367,43.55091071611367,412,myriad.depressed.soapy,""
43.816459216495915,43.816459216495915,413,simmered.mature.expenditure,""
43.51515485033331,43.51515485033331,414,struts.leopard.boss,""
43.4204729194331,43.4204729194331,415,paternity.harvester.ravish,""
43.26555754917314,43.26555754917314,416,bitterest.quietly.crumble,""
43.17457235880316,43.17457235880316,417,forbidden.rescue.enhancement,""
43.173572644339615,43.173572644339615,418,baguette.biting.harrowing,""
42.63881448569591,42.63881448569591,419,sauntering.sheepskin.grainy,""
42.56476170407697,42.56476170407697,420,hardliner.handset.shunted,""
44.018074976119905,44.018074976119905,421,army.rule.stoats,""
